Time_sec,Load_kN,EXT TR 25_mm,EXT TR 12.5_mm,Displacement_mm,SP-Actuator #01_mm,SV-Actuator #01_,CY-Actuator #01_,
48.392,6.455,26.325,0.000,1.173,-21.432,-21.432,0.000
48.525,6.468,26.325,0.000,1.176,-21.429,-21.429,0.000
48.659,6.481,26.325,0.000,1.180,-21.425,-21.425,0.000
48.792,6.495,26.325,0.000,1.183,-21.422,-21.422,0.000
48.925,6.509,26.326,0.000,1.186,-21.419,-21.419,0.000
49.058,6.522,26.326,0.000,1.190,-21.415,-21.415,0.000
49.192,6.534,26.325,0.000,1.193,-21.412,-21.412,0.000
49.325,6.548,26.326,0.000,1.196,-21.409,-21.409,0.000
49.458,6.560,26.326,0.000,1.200,-21.405,-21.405,0.000
49.592,6.572,26.326,0.000,1.203,-21.402,-21.402,0.000
49.725,6.585,26.326,0.000,1.206,-21.399,-21.399,0.000
49.858,6.597,26.326,0.000,1.210,-21.395,-21.395,0.000
49.992,6.610,26.325,0.000,1.213,-21.392,-21.392,0.000
50.125,6.621,26.325,0.000,1.216,-21.389,-21.389,0.000
50.258,6.633,26.325,0.000,1.220,-21.385,-21.385,0.000
50.392,6.644,26.325,0.000,1.223,-21.382,-21.382,0.000
50.525,6.653,26.325,0.000,1.226,-21.379,-21.379,0.000
50.658,6.663,26.326,0.000,1.229,-21.375,-21.375,0.000
50.792,6.674,26.326,0.000,1.233,-21.372,-21.372,0.000
50.925,6.683,26.325,0.000,1.236,-21.369,-21.369,0.000
51.058,6.694,26.326,0.000,1.239,-21.365,-21.365,0.000
51.191,6.702,26.326,0.000,1.243,-21.362,-21.362,0.000
51.325,6.712,26.326,0.000,1.246,-21.359,-21.359,0.000
51.458,6.721,26.326,0.000,1.249,-21.355,-21.355,0.000
51.591,6.728,26.326,0.000,1.253,-21.352,-21.352,0.000
51.725,6.736,26.326,0.000,1.256,-21.349,-21.349,0.000
51.858,6.743,26.326,0.000,1.259,-21.345,-21.345,0.000
51.991,6.751,26.326,0.000,1.263,-21.342,-21.342,0.000
52.125,6.758,26.325,0.000,1.266,-21.339,-21.339,0.000
52.258,6.765,26.325,0.000,1.270,-21.335,-21.335,0.000
52.391,6.771,26.325,0.000,1.273,-21.332,-21.332,0.000
52.525,6.776,26.326,0.000,1.276,-21.329,-21.329,0.000
52.658,6.782,26.326,0.000,1.280,-21.325,-21.325,0.000
52.791,6.788,26.325,0.000,1.283,-21.322,-21.322,0.000
